ID,nper,anio,mes,GR,ronda,region,REGION_4,dpto,nom_dpto,barrio,ccz,ESTRED13,LOC_AGR_13,NOM_LOC_AGR_13,h2_cv,h4_1_cv,d23,d24,d25,e0_cv,e01_cv,e1_cv,e557,e26,e27,e29_1,e29_2,e29_3,e29_4,e29_5,e29_6,e49,e51_2,e197_1,e51_3,e51_4_a,e201_1a,e51_4_b,e201_1b,e51_5,e201_1c,e51_6,e201_1d,e209_1,e51_6a,e51_6b,e214_1,e51_8,e215_1,e217_1,e51_9,e218_1,e220_1,e51_10,e221_1,e223_1,e51_11,e224_1,e226_1,f269,f270,f271,f272,f273,f69,f69_1,f274,f275,f276,f277,f70,f304,f302,f303,f71_2,f72_2,f73,f82,f305,f306,f284_1,f284_2,f284_3,f284_4,f284_5,f284_6,f284_7,f85,f311,f309,f310,f90_2,f91_2,f92,f96,f296_1,f296_2,f296_3,f296_4,f296_5,f296_6,f296_7,f98,f99,f100,f101,f102,f103,f297,f298,f104,f299,f110,f111,f113,f114,f115,f300,f108,f301,f106,f116,f117,f124_1,f124_2,f124_3,f124_5,POBPCOAC,SUBEMPLEO,NIV_EDU,W,SIT_OCUP,INFORMAL,SECTOR_F
57612,1,2024,1,31,1,1,1,1,Montevideo,2,1,4,01010,Montevideo,0,0,1,0,1,0,0,0,1,2,70,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,1,2,1,10,0,3. Sec. completa o terciaria incomp,83,NA,0,NA
57613,1,2024,1,31,1,1,1,1,Montevideo,2,1,4,01010,Montevideo,0,0,1,0,1,0,0,0,1,1,91,2,2,1,2,2,0,1,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,1,10,0,1. CB incompleto o menos,101,NA,0,NA
57614,1,2024,1,31,1,1,1,1,Montevideo,2,1,4,01010,Montevideo,0,0,1,0,1,0,0,0,1,2,79,2,2,1,2,2,0,1,6,1,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,1,10,0,2. CB completo o EMS incomp,101,NA,0,NA
57615,1,2024,1,31,1,1,1,1,Montevideo,2,1,4,01010,Montevideo,0,0,2,0,2,0,0,0,1,2,40,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,2,55172,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2261,8610,2,1,0,0,4,4,4,4,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,115,Empleado,0,Formal
57615,2,2024,1,31,1,1,1,1,Montevideo,2,1,4,01010,Montevideo,0,0,2,0,2,0,0,0,2,2,36,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,1,55138,0,0,0,2,1,66238,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1212,1061,1,1,4,0,8,8,8,8,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,115,Empleado,0,Formal
57616,1,2024,1,31,1,1,1,1,Montevideo,2,1,4,01010,Montevideo,0,0,2,0,2,0,0,0,1,2,51,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,3,1,33332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2642,6020,2,1,0,0,8,8,8,8,8,4,0,44,0,0,0,2642,6010,1,1,2,2,1,0,0,0,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,86,Empleado,0,Formal
57616,2,2024,1,31,1,1,1,1,Montevideo,2,1,4,01010,Montevideo,0,0,2,0,2,0,0,0,2,2,74,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,1,2,2,10,0,3. Sec. completa o terciaria incomp,86,NA,0,NA
57617,1,2024,1,31,1,1,1,1,Montevideo,2,1,4,01010,Montevideo,0,0,1,0,1,0,0,0,1,1,32,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,55148,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2512,7320,1,1,4,0,8,8,8,8,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,168,Empleado,0,Formal
57618,1,2024,1,31,1,1,1,1,Montevideo,2,1,4,01010,Montevideo,0,0,1,0,1,0,0,0,1,2,55,2,2,1,2,2,0,1,6,1,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,2,0,0,0,4110,6910,1,1,1,1,0,0,0,0,0,0,0,40,0,0,0,7322,1313,9,2,0,0,0,0,0,0,0,10,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2. CB completo o EMS incomp,59,Empleado,0,Formal
57619,1,2024,1,31,1,1,1,1,Montevideo,2,1,4,01010,Montevideo,0,0,1,0,1,0,0,0,3,2,85,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,8,1,55172,0,0,0,3,1,66272,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,1,10,0,4. Terciario completo o posgrado,101,NA,0,NA
49808,1,2024,1,27,5,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,1,29,1,2,1,2,2,3,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,4,1,55131,0,0,0,3,1,66231,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2634,8690,9,1,1,0,0,6,6,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,302,Cuentapropistas,0,Formal
47904,1,2024,1,26,6,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,2,72,2,2,1,2,2,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,1,10,0,1. CB incompleto o menos,104,NA,0,NA
47905,1,2024,1,26,6,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,2,67,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,2,1,1,1,9,0,3. Sec. completa o terciaria incomp,110,NA,0,NA
47906,1,2024,1,26,6,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,1,85,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,1,55138,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,1,1,1,10,0,4. Terciario completo o posgrado,101,NA,0,NA
47907,1,2024,1,26,6,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,1,2,31,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,1,55158,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,2142,7110,9,1,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,160,Contratista dependiente,0,Formal
49809,1,2024,1,27,5,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,1,2,30,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,4,1,55172,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,2264,8610,1,1,8,0,0,6,6,6,6,0,0,30,1,1,1,2264,8610,2,1,0,5,5,5,5,0,0,25,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,224,Empleado,0,Formal
49809,2,2024,1,27,5,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,2,2,28,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,4,2,55164,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3240,8530,2,1,0,0,0,8,8,8,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,224,Empleado,0,Formal
47908,1,2024,1,26,6,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,2,24,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,4,2,55172,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5230,4771,1,1,4,0,0,0,0,0,8,8,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,173,Empleado,0,Formal
47909,1,2024,1,26,6,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,2,51,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,55234,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,4222,8220,1,1,3,0,0,6,6,6,6,6,0,30,1,1,1,4419,7310,1,1,0,3,3,3,3,0,0,15,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,94,Empleado,0,Formal
47910,1,2024,1,26,6,2,2,2,Artigas,0,0,4,01010,Montevideo,2,2,2,0,2,2,0,1,1,2,65,2,2,1,2,2,0,1,6,1,0,3,1,0,0,0,0,0,0,0,2,1,33372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5120,9700,1,2,7,3,0,8,8,8,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,2. CB completo o EMS incomp,63,Empleado,1,Informal
49810,1,2024,1,27,5,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,2,1,73,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,1,55138,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,2,10,0,4. Terciario completo o posgrado,129,NA,0,NA
49810,2,2024,1,27,5,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,1,2,72,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,55138,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,1,10,0,3. Sec. completa o terciaria incomp,129,NA,0,NA
47911,1,2024,1,26,6,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,2,72,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,1,2,1,10,0,3. Sec. completa o terciaria incomp,104,NA,0,NA
49811,1,2024,1,27,5,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,2,67,2,2,1,2,2,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,1,2,1,10,0,1. CB incompleto o menos,131,NA,0,NA
47912,1,2024,1,26,6,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,1,33,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,5,2,55138,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,4110,7010,2,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,192,Empleado,0,Formal
47913,1,2024,1,26,6,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,1,72,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,55152,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,9,0,6,1,2,1,2,2,1,10,0,3. Sec. completa o terciaria incomp,112,NA,0,NA
49813,1,2024,1,27,5,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,2,78,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,1,2,1,10,0,3. Sec. completa o terciaria incomp,147,NA,0,NA
47914,1,2024,1,26,6,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,2,45,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5223,7911,1,1,4,0,0,9,9,9,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,3. Sec. completa o terciaria incomp,89,Empleado,0,Formal
51777,1,2024,1,28,4,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,2,86,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,4,1,55214,3,2,55122,2,1,55214,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,1,2,1,10,0,4. Terciario completo o posgrado,124,NA,0,NA
51778,1,2024,1,28,4,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,1,1,21,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,55121,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5223,4759,1,1,8,0,0,6,6,6,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,170,Empleado,0,Formal
51778,2,2024,1,28,4,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,2,1,19,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,9,2,55148,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,8,0,3,1,2,2,2,2,1,7,0,3. Sec. completa o terciaria incomp,170,NA,0,NA
51779,1,2024,1,28,4,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,1,49,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,2,1,33234,0,0,0,4,1,55134,3,1,55234,9,2,66234,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2411,3510,2,1,0,0,0,6,6,6,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,135,Empleado,0,Formal
51780,1,2024,1,28,4,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,1,0,1,2,0,1,1,2,38,2,2,1,2,2,0,3,6,1,0,0,0,3,1,0,0,3,1,33262,0,0,0,9,2,55214,9,2,55214,9,2,55214,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,2342,8510,1,1,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,126,Empleado,0,Formal
51781,1,2024,1,28,4,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,1,2,48,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,4,1,55138,0,0,0,2,2,66234,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,2619,8411,2,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,124,Empleado,0,Formal
51781,2,2024,1,28,4,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,2,1,51,2,2,1,2,2,0,1,6,1,0,3,1,0,0,0,0,2,2,33252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,1420,7730,4,1,8,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2. CB completo o EMS incomp,124,Empleador,0,Formal
51782,1,2024,1,28,4,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,1,2,63,2,2,1,1,2,3,1,6,1,0,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,4110,8411,2,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2. CB completo o EMS incomp,81,Empleado,0,Formal
51782,2,2024,1,28,4,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,2,1,80,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,1,55158,0,0,0,2,1,66258,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,1,10,0,4. Terciario completo o posgrado,81,NA,0,NA
53693,1,2024,1,29,3,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,1,1,73,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,5,1,55134,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,1,1,10,0,4. Terciario completo o posgrado,106,NA,0,NA
53693,2,2024,1,29,3,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,2,2,68,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,1,1,10,0,3. Sec. completa o terciaria incomp,106,NA,0,NA
53694,1,2024,1,29,3,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,3,0,3,2,0,1,1,2,56,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,1,55138,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,2611,8411,2,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,129,Empleado,0,Formal
53694,2,2024,1,29,3,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,3,0,3,2,0,1,2,1,57,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,1,55172,0,0,0,3,1,66272,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,2212,8610,1,1,2,0,6,6,6,6,6,0,0,30,1,1,1,2212,8610,1,1,9,9,9,6,9,0,0,30,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,4. Terciario completo o posgrado,129,Empleado,0,Formal
53694,3,2024,1,29,3,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,3,0,3,2,0,1,2,2,21,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,55121,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,8,0,3,2,0,2,2,2,2,7,0,3. Sec. completa o terciaria incomp,129,NA,0,NA
53695,1,2024,1,29,3,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,1,1,65,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,3,2,55138,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3321,6512,9,1,1,0,8,8,8,8,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,189,Contratista dependiente,0,Formal
53695,2,2024,1,29,3,1,1,1,Montevideo,2,1,4,01010,Montevideo,1,0,2,0,2,2,0,1,2,1,28,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,3,2,55134,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5244,7911,1,1,8,0,8,8,8,8,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,3. Sec. completa o terciaria incomp,189,Empleado,0,Formal
